movieId|title|Main_director|Duration|releaseYear|movieURL
96606|Samsara (2011)|Ron Fricke|102|2012|https://m.media-amazon.com/images/M/MV5BNjY3NzM4MTI5NF5BMl5BanBnXkFtZTcwMjk3NTA5Nw@@._V1_UY268_CR0,0,182,268_AL_.jpg
96608|Runaway Brain (1995) |Chris Bailey|7|1995|https://m.media-amazon.com/images/M/MV5BODFlMmFjY2ItZWFiMy00NGQxLWJkOWItNmZjNTk1YWExYjJmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
96610|Looper (2012)|Rian Johnson|113|2012|https://m.media-amazon.com/images/M/MV5BMTg5NTA3NTg4NF5BMl5BanBnXkFtZTcwNTA0NDYzOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
96616|That's My Boy (2012)|Sean Anders|116|2012|https://m.media-amazon.com/images/M/MV5BMTM3NDMyNzgzMV5BMl5BanBnXkFtZTcwMjIyMTA1Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg
96655|Robot & Frank (2012)|Jake Schreier|89|2013|https://m.media-amazon.com/images/M/MV5BMTUzMTE0NTk4Ml5BMl5BanBnXkFtZTcwNjQ1OTMwOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
96691|Resident Evil: Retribution (2012)|Paul W.S. Anderson|95|2012|https://m.media-amazon.com/images/M/MV5BYmY0NjcwMWMtN2MyNC00ZmZjLWEwZTAtM2ExYWE1NDUwNWQyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX182_CR0,0,182,268_AL_.jpg
96726|Lola Versus (2012)|Daryl Wein|87|2012|https://m.media-amazon.com/images/M/MV5BMTA5MjQ1MzE2NzNeQTJeQWpwZ15BbWU3MDk2ODkzNjc@._V1_UX182_CR0,0,182,268_AL_.jpg
96728|Master, The (2012)|Paul Thomas Anderson|138|2012|https://m.media-amazon.com/images/M/MV5BMTQ2NjQ5MzMwMF5BMl5BanBnXkFtZTcwMjczNTAzOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
96737|Dredd (2012)|Pete Travis|95|2012|https://m.media-amazon.com/images/M/MV5BODkyNDQzMzUzOF5BMl5BanBnXkFtZTcwODYyMDEyOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
96811|End of Watch (2012)|David Ayer|109|2012|https://m.media-amazon.com/images/M/MV5BMjMxNjU0ODU5Ml5BMl5BanBnXkFtZTcwNjI4MzAyOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
96815|V/H/S (2012)|Matt Bettinelli-Olpin|116|2013|https://m.media-amazon.com/images/M/MV5BMTUwODAxMzMwNF5BMl5BanBnXkFtZTcwMTk3MTQ5Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg
96821|Perks of Being a Wallflower, The (2012)|Stephen Chbosky|103|2012|https://m.media-amazon.com/images/M/MV5BZThjMmQ5YjktMTUyMC00MjljLWJmMTAtOWIzNDIzY2VhNzQ0XkEyXkFqcGdeQXVyMTAyNjg4NjE0._V1_UX182_CR0,0,182,268_AL_.jpg
96829|Hunt, The (Jagten) (2012)|Thomas Vinterberg|115|2013|https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_UY268_CR3,0,182,268_AL_.jpg
96832|Holy Motors (2012)|Leos Carax|115|2012|https://m.media-amazon.com/images/M/MV5BODk2MDc4MDk2OF5BMl5BanBnXkFtZTcwMTcyODY1OA@@._V1_UY268_CR0,0,182,268_AL_.jpg
96861|Taken 2 (2012)|Olivier Megaton|92|2012|https://m.media-amazon.com/images/M/MV5BMTkwNTQ0ODExOV5BMl5BanBnXkFtZTcwNjU3NDQwOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
96917|House at the End of the Street (2012)|Mark Tonderai|101|2012|https://m.media-amazon.com/images/M/MV5BMjIxNTUwNTU4N15BMl5BanBnXkFtZTcwNTE0MTI3Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg
96935|My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002)|Johnnie To|98|2002|https://m.media-amazon.com/images/M/MV5BNjkyMzU2ODM2N15BMl5BanBnXkFtZTcwNjA4NzYyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg
96945|Love Lasts Three Years (L'amour dure trois ans) (2011)|Frédéric Beigbeder|98|2012|https://m.media-amazon.com/images/M/MV5BMTM4MjI0NDQwMl5BMl5BanBnXkFtZTcwMjAwODQ0Nw@@._V1_UY268_CR9,0,182,268_AL_.jpg
96964|Tall Man, The (2012)|Pascal Laugier|106|2012|https://m.media-amazon.com/images/M/MV5BMTg5ODE1MjU3OV5BMl5BanBnXkFtZTcwNzg4NDEzOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
96975|LOL (2012)|Lisa Azuelos|97|2012|https://m.media-amazon.com/images/M/MV5BMTA0MjI5ODA3MjReQTJeQWpwZ15BbWU3MDI1NTE3Njc@._V1_UY268_CR1,0,182,268_AL_.jpg
97024|Rust and Bone (De rouille et d'os) (2012)|Jacques Audiard|2|2012|https://m.media-amazon.com/images/M/MV5BYTUwNTljNjYtMjFhZi00ZGE5LThmMWEtYzQ3YmY2ZWNiZTU1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg
97168|Marley (2012)|Kevin Macdonald|144|2012|https://m.media-amazon.com/images/M/MV5BMTg3NDUzMzQ2OF5BMl5BanBnXkFtZTcwNzY4NTE0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg
97172|Frankenweenie (2012)|Tim Burton|87|2012|https://m.media-amazon.com/images/M/MV5BODE2M2FiMjktMDljNC00NmMxLTk2MjQtODMyZWQzY2NhMDYzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR0,0,182,268_AL_.jpg
97188|Sinister (2012)|Scott Derrickson|110|2012|https://m.media-amazon.com/images/M/MV5BMjI5MTg1Njg0Ml5BMl5BanBnXkFtZTcwNzg2Mjc4Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg
97194|Thing: Terror Takes Shape, The (1998)|Michael Matessino|83|1998|https://m.media-amazon.com/images/M/MV5BNGE3YzU4ZDctMmM1Ni00ZDVmLWIyOTUtZTIyYTFkYjNhYzBmXkEyXkFqcGdeQXVyNDI3NzQxODA@._V1_UY268_CR12,0,182,268_AL_.jpg
97225|Hotel Transylvania (2012)|Genndy Tartakovsky|91|2012|https://m.media-amazon.com/images/M/MV5BMTM3NjQyODI3M15BMl5BanBnXkFtZTcwMDM4NjM0OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
97230|Side by Side (2012)|Christopher Kenneally|99|2013|https://m.media-amazon.com/images/M/MV5BNjY4MTE5NTE1M15BMl5BanBnXkFtZTcwODA4MzEzOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
97285|Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori) (1960)|Seijun Suzuki|79|1960|https://m.media-amazon.com/images/M/MV5BYzkxYzU0NTctMGZlMC00Y2I1LTliMWEtMWFmNjI0NmJlNWYxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR5,0,182,268_AL_.jpg
97304|Argo (2012)|Ben Affleck|2|2012|https://m.media-amazon.com/images/M/MV5BNzljNjY3MDYtYzc0Ni00YjU0LWIyNDUtNTE0ZDRiMGExMjZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg
97306|Seven Psychopaths (2012)|Martin McDonagh|110|2012|https://m.media-amazon.com/images/M/MV5BMTgwMzUxMjc0M15BMl5BanBnXkFtZTcwMzQ2MjYyOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
97328|Liberal Arts (2012)|Josh Radnor|97|2012|https://m.media-amazon.com/images/M/MV5BMTY4Njk3MjE2N15BMl5BanBnXkFtZTcwNzg5OTIyOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
97470|Catch .44 (2011)|Aaron Harvey|94|2012|https://m.media-amazon.com/images/M/MV5BMjE1OTM2NjgzNV5BMl5BanBnXkFtZTcwNzc0MTc5Ng@@._V1_UY268_CR4,0,182,268_AL_.jpg
97643|[REC]³ 3 Génesis (2012)|Paco Plaza|80|2012|https://m.media-amazon.com/images/M/MV5BNDM3OTUzMTA1OF5BMl5BanBnXkFtZTcwNTkwMTE3Nw@@._V1_UY268_CR3,0,182,268_AL_.jpg
97665|Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012)|Laurent Tirard|110|2012|https://m.media-amazon.com/images/M/MV5BMTQwMzUxNzAwMF5BMl5BanBnXkFtZTcwMjg4NzE1OQ@@._V1_UY268_CR9,0,182,268_AL_.jpg
97701|Paranormal Activity 4 (2012)|Henry Joost|88|2012|https://m.media-amazon.com/images/M/MV5BNjAxMzM0MjYwM15BMl5BanBnXkFtZTcwMjMwMjAyOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
97742|Alex Cross (2012)|Rob Cohen|101|2012|https://m.media-amazon.com/images/M/MV5BMjE1MDE0NjUyMV5BMl5BanBnXkFtZTcwNjQzNjg5Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg
97752|Cloud Atlas (2012)|Tom Tykwer|172|2013|https://m.media-amazon.com/images/M/MV5BMTczMTgxMjc4NF5BMl5BanBnXkFtZTcwNjM5MTA2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
97757|'Hellboy': The Seeds of Creation (2004)|Javier Soto|143|2004|https://m.media-amazon.com/images/M/MV5BMTIyNjE0OTg2OF5BMl5BanBnXkFtZTcwNzM3ODYyMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg
97785|Silent Hill: Revelation 3D (2012)|M.J. Bassett|95|2012|https://m.media-amazon.com/images/M/MV5BYjBkMjU0NWEtZjY5MS00YWYwLTljMmYtM2IzYTQ0NGU2YzAzXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_UX182_CR0,0,182,268_AL_.jpg
97836|Here Comes the Boom (2012)|Frank Coraci|105|2012|https://m.media-amazon.com/images/M/MV5BMTUxMzEzNDQ0Nl5BMl5BanBnXkFtZTcwMDI2NTY1OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
97858|Mental (2012)|P.J. Hogan|116|2012|https://m.media-amazon.com/images/M/MV5BMTc1NjQ1OTA1NF5BMl5BanBnXkFtZTcwMTk0NzcwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
97860|Killing Them Softly (2012)|Andrew Dominik|97|2012|https://m.media-amazon.com/images/M/MV5BODk3MDg2NDk5M15BMl5BanBnXkFtZTcwMjcxMjMzOA@@._V1_UY268_CR0,0,182,268_AL_.jpg
97866|Imposter, The (2012)|Bart Layton|99|2012|https://m.media-amazon.com/images/M/MV5BN2RkOGI3NjAtMzllOC00MGQ3LWI4NDEtNTI4NGM0Nzg2ZGFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
97870|Sessions, The (Surrogate, The) (2012)|Ben Lewin|95|2013|https://m.media-amazon.com/images/M/MV5BNzA5OTUxNDEwNF5BMl5BanBnXkFtZTcwMjczMjEzOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
97904|Smashed (2012)|James Ponsoldt|81|2012|https://m.media-amazon.com/images/M/MV5BYjJiZDY2ZTgtZGEyYi00NjUyLWJkZTktZDliNGE4M2NhYjYzXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg
97913|Wreck-It Ralph (2012)|Rich Moore|101|2013|https://m.media-amazon.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
97921|Silver Linings Playbook (2012)|David O. Russell|122|2012|https://m.media-amazon.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
97923|Flight (2012)|Robert Zemeckis|138|2013|https://m.media-amazon.com/images/M/MV5BMTUxMjI1OTMxNl5BMl5BanBnXkFtZTcwNjc3NTY1OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
97936|Anna Karenina (2012)|Joe Wright|129|2012|https://m.media-amazon.com/images/M/MV5BMTU0NDgxNDg0NV5BMl5BanBnXkFtZTcwMjE4MzkwOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
97938|Life of Pi (2012)|Ang Lee|127|2012|https://m.media-amazon.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
97950|Man with the Iron Fists, The (2012)|RZA|95|2012|https://m.media-amazon.com/images/M/MV5BMTg5ODI3ODkzOV5BMl5BanBnXkFtZTcwMTQxNjUwOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
97988|Bay, The (2012)|Barry Levinson|84|2013|https://m.media-amazon.com/images/M/MV5BMjQyMDY1YTktNWNjMC00MGNmLWEwMGMtMzIxZjQ1ODQ4MjgxXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_UY268_CR3,0,182,268_AL_.jpg
98061|Himizu (2011)|Sion Sono|129|2012|https://m.media-amazon.com/images/M/MV5BODRkZTk1NGUtMjJhOC00MmE3LWJhOTgtYzg0NmJmNjQ2ZTZkXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR4,0,182,268_AL_.jpg
98083|Jackass 3.5 (2011)|Jeff Tremaine|84|2011|https://m.media-amazon.com/images/M/MV5BOTkxZjlhYzAtNDExNy00NjQ4LWJiNGEtMTk5YzhhYjUwMDVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR5,0,182,268_AL_.jpg
98122|Indie Game: The Movie (2012)|Lisanne Pajot|103|2012|https://m.media-amazon.com/images/M/MV5BMjA5NTUzMjQ1MV5BMl5BanBnXkFtZTcwMzc1MzQ4Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg
98124|Batman: The Dark Knight Returns, Part 1 (2012)|Jay Oliva|76|2012|https://m.media-amazon.com/images/M/MV5BMzIxMDkxNDM2M15BMl5BanBnXkFtZTcwMDA5ODY1OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
98154|Lincoln (2012)|Steven Spielberg|150|2013|https://m.media-amazon.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
98160|Nature Calls (2012)|Todd Rohal|79|2012|https://m.media-amazon.com/images/M/MV5BMTM1NDE0NTI5OF5BMl5BanBnXkFtZTcwOTY1MTY0OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
98175|Vamps (2012)|Amy Heckerling|92|2012|https://m.media-amazon.com/images/M/MV5BMTg0ODkwMzI0NV5BMl5BanBnXkFtZTcwMDc4OTc2OA@@._V1_UY268_CR5,0,182,268_AL_.jpg
98203|Twilight Saga: Breaking Dawn - Part 2, The (2012)|Bill Condon|115|2012|https://m.media-amazon.com/images/M/MV5BMTcyMzUyMzY1OF5BMl5BanBnXkFtZTcwNDQ4ODk1OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
98230|10 Years (2011)|Jamie Linden|110|2012|https://m.media-amazon.com/images/M/MV5BNTY3NTY3ODAzOF5BMl5BanBnXkFtZTcwMTI4MDQyOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
98239|Red Dawn (2012)|Dan Bradley|93|2013|https://m.media-amazon.com/images/M/MV5BMjI0MDAwMzA1M15BMl5BanBnXkFtZTcwNzIxMjY3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
98243|Rise of the Guardians (2012)|Peter Ramsey|97|2012|https://m.media-amazon.com/images/M/MV5BMTkzMjgwMDg1M15BMl5BanBnXkFtZTcwMTgzNTI1OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
98279|Fantastic Fear of Everything, A (2012)|Crispian Mills|100|2012|https://m.media-amazon.com/images/M/MV5BMTYzNjU3NTAwOF5BMl5BanBnXkFtZTgwNTI5MDY5MDE@._V1_UX182_CR0,0,182,268_AL_.jpg
98296|Deadfall (2012)|Stefan Ruzowitzky|95|2013|https://m.media-amazon.com/images/M/MV5BMTM3ODIwODYxOF5BMl5BanBnXkFtZTcwNTU5MjcxOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
98361|Byzantium (2012)|Neil Jordan|118|2013|https://m.media-amazon.com/images/M/MV5BMjE5NTMyMjM2OF5BMl5BanBnXkFtZTcwOTUzMjk2Nw@@._V1_UY268_CR0,0,182,268_AL_.jpg
98491|Paperman (2012)|John Kahrs|7|2013|https://m.media-amazon.com/images/M/MV5BMTM4ODg0MzM0MV5BMl5BanBnXkFtZTcwNDY2MTc3Nw@@._V1_UY268_CR1,0,182,268_AL_.jpg
98499|Fearless Hyena, The (Xiao quan guai zhao) (1979)|Jackie Chan|98|1979|https://m.media-amazon.com/images/M/MV5BYWNmOTk3NjktYWE1ZS00ZjcyLWJjYjctMzJjN2Y0NjVhN2FlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
98503|Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) (1980)|Chi-Hwa Chen|97|1978|https://m.media-amazon.com/images/M/MV5BODNmODA1YzYtNWI3Yy00OTYwLTkzYzEtMWNkODk0YzdkYzU0XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UX182_CR0,0,182,268_AL_.jpg
98585|Hitchcock (2012)|Sacha Gervasi|98|2013|https://m.media-amazon.com/images/M/MV5BODAwNDI5NjIwN15BMl5BanBnXkFtZTcwNjc4ODc2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
98604|From Up on Poppy Hill (Kokuriko-zaka kara) (2011)|Gorô Miyazaki|91|2011|https://m.media-amazon.com/images/M/MV5BZmFjMTYwODAtMTUzZi00NWUzLWIzMjUtYTNiZTE2MzNlMjNiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg
98607|Redline (2009)|Takeshi Koike|102|2010|https://m.media-amazon.com/images/M/MV5BNGYxYzI5ODQtY2JmYy00ZjFjLTg5MjgtMjI3Njg5ODEwNmM1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR4,0,182,268_AL_.jpg
98623|Winners and Sinners (Qi mou miao ji: Wu fu xing) (1983)|Sammo Kam-Bo Hung|108|1983|https://m.media-amazon.com/images/M/MV5BNjQxNjdjN2ItNzQ4Mi00MjUwLWEzODctZmNkNmY0NmYyYWYxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UY268_CR1,0,182,268_AL_.jpg
98633|My Lucky Stars (Fuk sing go jiu) (1985)|Sammo Kam-Bo Hung|99|1985|https://m.media-amazon.com/images/M/MV5BMWExMDQ5NTItMTA0Ni00MmU2LTljNWYtNWY5MGFlZjYyM2EyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
98697|Money Money Money (L'aventure, c'est l'aventure) (1972)|Claude Lelouch|2|1972|https://m.media-amazon.com/images/M/MV5BYjk1Y2I5YzYtNThjNy00ODMwLTk5MDItMzRlNjc2Y2Y2MzYxXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UY268_CR10,0,182,268_AL_.jpg
98799|Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)|Bill Jones|85|2013|https://m.media-amazon.com/images/M/MV5BMzQ5NjExODAzM15BMl5BanBnXkFtZTcwMDcwMjEyOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
98809|Hobbit: An Unexpected Journey, The (2012)|Peter Jackson|169|2012|https://m.media-amazon.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
98836|Hyde Park on Hudson (2012)|Roger Michell|94|2013|https://m.media-amazon.com/images/M/MV5BNjU1MzU3Nzc4OF5BMl5BanBnXkFtZTcwOTk5NDI4Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg
98908|How to Make Love to a Woman (2010)|Scott Culver|91|2010|https://m.media-amazon.com/images/M/MV5BMjE2MDg5Mjc4NV5BMl5BanBnXkFtZTcwMTM1MjY4Mw@@._V1_UY268_CR13,0,182,268_AL_.jpg
98961|Zero Dark Thirty (2012)|Kathryn Bigelow|157|2013|https://m.media-amazon.com/images/M/MV5BMTQ4OTUyNzcwN15BMl5BanBnXkFtZTcwMTQ1NDE3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
99005|Fire with Fire (2012)|David Barrett|97|2012|https://m.media-amazon.com/images/M/MV5BMTAyOTc4OTg2MzJeQTJeQWpwZ15BbWU3MDk0NzgyNzg@._V1_UY268_CR3,0,182,268_AL_.jpg
99007|Warm Bodies (2013)|Jonathan Levine|98|2013|https://m.media-amazon.com/images/M/MV5BYTc5ZjFhMDItYmViMi00YjI5LTgzNzctZjcxMDYzMWU2NTk2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR3,0,182,268_AL_.jpg
99030|Wrong (2012)|Quentin Dupieux|94|2012|https://m.media-amazon.com/images/M/MV5BNjQ2ODY2Njk4Ml5BMl5BanBnXkFtZTgwNzU4MjU4MDE@._V1_UX182_CR0,0,182,268_AL_.jpg
99087|Playing for Keeps (2012)|Gabriele Muccino|105|2013|https://m.media-amazon.com/images/M/MV5BMTY1MTU1OTA5NF5BMl5BanBnXkFtZTcwNTM1MTQyOA@@._V1_UX182_CR0,0,182,268_AL_.jpg
99106|Guilt Trip, The (2012)|Anne Fletcher|95|2013|https://m.media-amazon.com/images/M/MV5BMTY5ODAxNDc0Nl5BMl5BanBnXkFtZTcwMzg0NDY1OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
99112|Jack Reacher (2012)|Christopher McQuarrie|130|2012|https://m.media-amazon.com/images/M/MV5BMTM1NjUxMDI3OV5BMl5BanBnXkFtZTcwNjg1ODM3OA@@._V1_UY268_CR2,0,182,268_AL_.jpg
99114|Django Unchained (2012)|Quentin Tarantino|165|2013|https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
99117|This Is 40 (2012)|Judd Apatow|134|2013|https://m.media-amazon.com/images/M/MV5BNzQxMDQ1NjA4N15BMl5BanBnXkFtZTcwNTE5MjQ3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
99122|I Bought a Vampire Motorcycle (1990)|Dirk Campbell|101|1990|https://m.media-amazon.com/images/M/MV5BM2NjMmJhOGUtOGZiZC00YTUxLWFiMDItNWE5MjdkMTRjMzA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL_.jpg
99130|Ice Cream Man (1995)|Norman Apstein|84|1995|https://m.media-amazon.com/images/M/MV5BNzAxN2Q0MTUtNWI4Yi00YjRiLWI2NjAtMTg3NTdiYjQ2NGVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
99145|Impossible, The (Imposible, Lo) (2012)|J.A. Bayona|114|2013|https://m.media-amazon.com/images/M/MV5BMjA5NTA3NzQ5Nl5BMl5BanBnXkFtZTcwOTYxNjY0OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
99149|Misérables, Les (2012)|Tom Hooper|158|2013|https://m.media-amazon.com/images/M/MV5BMTQ4NDI3NDg4M15BMl5BanBnXkFtZTcwMjY5OTI1OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
99191|Campfire Tales (1997)|Matt Cooper|88|1997|https://m.media-amazon.com/images/M/MV5BMGYxZGJhNmUtYTc2Zi00ZTdiLTg0NTYtNGNhMjQ2MjQyMGM1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
99415|Parental Guidance (2012)|Andy Fickman|105|2012|https://m.media-amazon.com/images/M/MV5BMzkyNDExOTA1Nl5BMl5BanBnXkFtZTcwNjgzODE4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
99437|John Dies at the End (2012)|Don Coscarelli|99|2013|https://m.media-amazon.com/images/M/MV5BMTUyNzIyNzc0MV5BMl5BanBnXkFtZTcwOTM5ODg1OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
99532|Misérables, Les (2000)|Gérard Depardieu|90|2000|https://m.media-amazon.com/images/M/MV5BMTkzMzIxNTQ4MF5BMl5BanBnXkFtZTcwNzQwMDcxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg
99574|Promised Land (2012)|Gus Van Sant|106|2013|https://m.media-amazon.com/images/M/MV5BMTQxNDYzNzgyOF5BMl5BanBnXkFtZTcwNTU0NTI1OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
99636|English Vinglish (2012)|Gauri Shinde|134|2012|https://m.media-amazon.com/images/M/MV5BMjQ5YWVmYmYtOWFiZC00NGMxLWEwODctZDM2MWI4YWViN2E5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR2,0,182,268_AL_.jpg
99638|Fish Story (Fisshu sutôrî) (2009)|Yoshihiro Nakamura|113|2009|https://m.media-amazon.com/images/M/MV5BMTY0NzA5NTAzN15BMl5BanBnXkFtZTgwMzg0MTE0MjE@._V1_UY268_CR3,0,182,268_AL_.jpg
99721|Texas Chainsaw 3D (2013)|John Luessenhop|92|2013|https://m.media-amazon.com/images/M/MV5BMTQzMzAyNTE2N15BMl5BanBnXkFtZTcwNzM1NDg2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
99728|Gangster Squad (2013)|Ruben Fleischer|113|2013|https://m.media-amazon.com/images/M/MV5BMTcwMjAyMTUzMl5BMl5BanBnXkFtZTcwODgxNzk1OA@@._V1_UX182_CR0,0,182,268_AL_.jpg
99750|Iceman, The (2012)|Ariel Vromen|106|2013|https://m.media-amazon.com/images/M/MV5BNDQyMjM5MTc2OF5BMl5BanBnXkFtZTgwMzg1NTMxMjE@._V1_UY268_CR0,0,182,268_AL_.jpg
99764|It's Such a Beautiful Day (2012)|Don Hertzfeldt|62|2016|https://m.media-amazon.com/images/M/MV5BM2Y0YjBiNjAtZjMwZS00ZGY4LWE0MWItMGE5MWI3ZWRmODAyXkEyXkFqcGdeQXVyMjM5NDU5ODY@._V1_UX182_CR0,0,182,268_AL_.jpg
99813|Batman: The Dark Knight Returns, Part 2 (2013)|Jay Oliva|76|2013|https://m.media-amazon.com/images/M/MV5BYTEzMmE0ZDYtYWNmYi00ZWM4LWJjOTUtYTE0ZmQyYWM3ZjA0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR9,0,182,268_AL_.jpg
99846|Everything or Nothing: The Untold Story of 007 (2012)|Stevan Riley|98|2012|https://m.media-amazon.com/images/M/MV5BOTg4MzdmNzktOGUxYi00NGJmLTlmYjItMTJjNDU4NjQ5OTQ4XkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_UY268_CR9,0,182,268_AL_.jpg
99853|Codependent Lesbian Space Alien Seeks Same (2011)|Madeleine Olnek|76|2012|https://m.media-amazon.com/images/M/MV5BNjRmYWE5M2ItMDc4Yi00YTRiLWJiOTAtOTI2MWUxZTg1OGRmXkEyXkFqcGdeQXVyMTc4MDc5NDA@._V1_UY268_CR1,0,182,268_AL_.jpg
